.,Ой,1
Ал,Аян,1
өзі,кереметтей,1
ойнақтатып,жауға,1
жер,көшіп,1
шыдау,мүмкін,1
...,Малатаспен,1
ағатай,",",1
сөйледі,.,2
аралығындағы,өңшең,1
апты,.,1
цобелеп,»,1
жайма-шуақ,",",1
Бұл,кезде,1
иісі,1,1
Шетімізден,ит,1
қама,!,1
Жетім,баланың,1
»,шыңғырған,1
сол,бір,1
.,Желсіз,1
:,жүзі,1
деп,қиялдайтын,1
тұра,алмай,1
кіші,балаларды,1
Бізді,Иманжанов,1
тауып,алды,1
не,болса,1
кеп,Аянның,2
.,Қараңғылыққа,1
әр,дыбысты,1
қан,дірдектеп,1
қызу,шағында,1
әлгінде,ғана,1
құямын,",",1
шана,теуіп,2
кекілінен,шап,1
еш,зауқымыз,1
екен,",",4
жатарда,ағамның,1
қол,алысып,1
күн,өткен,1
орындыққа,шығып,1
.,Айлы,1
",",құрыстап,1
жатады,.,1
істейтін,қылығын,1
істерімізді,білмей,1
ол,сүйінші,1
күртесінің,омырауына,1
алдындағы,бір,1
мән,бермеуші,1
Кешкісін,тесік,1
",",көкпеңбек,2
Қосымның,бас,1
қара,терге,1
соқа,артындағы,1
ауыратынын,.,1
еркектік,»,1
",",қаңырығымыз,1
лауылдап,",",1
Олар,ұйықтасымен-ақ,1
емес,пе,2
.,Әлгі,1
бұта-бұтаның,арасынан,1
да,сырғанақ,1
Садық,оның,1
күш,бар,1
бет-аузын,сия-сия,1
бір,ізбен,1
әкесі,майданға,1
Біздің,ауыл,1
.,Көз,1
арба,айдаушыға,1
алдымыз,не,1
",",қарың,1
бір,қайтпайды,1
«,Шынында,1
",",баттасқан,1
өзге,ештеңе,1
Есікбай,–,1
қайта-қайта,оның,1
жерленді,.,1
Есікбайдың,бетаузын,1
Қосым,тырнауық,1
өзі,гүрілдеп,1
",",сотқар,1
",",әбден,1
қазбалап,ойлай,1
онда,да,1
жібердік,.,1
деп,Аянның,1
пальтоның,жағасына,1
?,Қайдан,1
бар-жоғымызды,да,1
иіс,аңқиды,1
апаруға,көлік,1
нұры,құйылып,1
сүйретіп,сырғанақ,1
көзін,ашты,1
Аянның,ертеңгі,1
қалатынбыз,.,1
жоқ,болған,1
суғарып,шөп,1
–,Ур-ра,1
болыпты,.,1
Аянның,тобығы,4
алыса,кетті,1
Астына,сабан,1
қоятынын,тегіс,1
газет,жыртындысы,1
жаман,әдеті,1
іздей,бастадым,1
қолымен,Аянды,1
шөпке,тығыла,1
",",азын-аулақ,1
қалай,шыдайсыңдар,1
бұл,көшенің,1
бетіне,жаға,1
ағаңның,атын,1
тағы,да,7
әлгі,төмпешікке,1
жағын,сөз,1
",",ойынға,1
ойынның,сондай,1
тырп,еткізбеді,1
көзді,дәу,5
де,аузыма,1
",",ақ,1
тұрмыз,.,1
дейін,тоспа,1
бет-аузының,қанын,1
ағамда,жусанның,1
деген,жалынышты,1
",",бәріміз,3
де,ылғи,1
жастың,аралығындағы,1
Сынып,тұр,2
:,«,18
қойшы-ей,",",1
Кешкісін,жерден,1
өзегің,талып,1
от,жағып,2
",",әлің,1
шеттегі,бір,1
күнде,бұрқылдаған,1
кетіпті,.,2
дейін,сырғанақта,1
шалыс,басып,1
тарта,алмасың,1
жүгірдім,.,1
тарпығандары,",",1
Әнге,екінші,1
сиыры,бар,1
Бірақ,ол,1
боп,:,2
.,Ертеден,1
соқа,тартуға,1
күңкілдеген,сайын,1
балаға,толып,1
өне,бойың,1
Асылбек,сынықшы,1
жағында,",",1
кепкен,тезегін,2
тұншыға,жүріп,1
қоятын,онан,1
иті,құсап,1
Аянға,тағы,1
адамша,міз,1
үшінші,соқадағы,1
кір-кір,жұқа,1
айқайлап,",",1
ертегі,қызығына,1
аузына,құятын,1
бір,сәтке,3
Түнде,тебуге,1
сияқты,",",1
бермейтін,.,1
келе-келе,ертегінің,1
.,Бусанып,1
түсті,.,2
құрақ,көрпе,1
сабан,төселген,1
шырт,дегізіп,1
етіп,ұшып,1
болсақ,",",1
әрі,",",3
кете,барды,1
ақ,қардың,1
»,екі-үшеуін,1
келіп,жатты,1
төрт,бүктеліп,1
сәтте,Есікбай,1
кекіл,шашы,1
әрі,қарай,1
Есікбай,сілекейін,1
Адам,болсаң,1
–,сидаң,1
мықтап,ұстап,1
–,Иә,3
–,Әй,7
Мен,басқалардан,1
дейін,жер,1
сұры,жаман,1
Ортамыздан,екі,1
Онан,Есікбай,1
жүре,бастадым,1
көшеде,сырғанақ,1
мені,желкемнен,1
Аян,екен,1
",",ата,1
қысып,",",1
отырайық,...,1
болса,еңіреп,1
болатын,",",1
жарығында,анық,1
көлік,болмады,1
Танауымызды,қос-қосынан,1
жусанның,–,1
бардық,.,3
–,Мә,2
.,Жаңа,1
алдымнан,көкем,1
арқаларын,құр,1
жаңғырықтыра,гүрілдетіп,1
өзара,сөйлескеніміз,1
ғана,майға,1
әке-ағаларымыздың,алыста,1
Қарлы,топырақ,1
де,шоңқаң,1
тартқанмын,.,1
иланатынымыз,сонша,1
:,үйінен,1
айқай,салды,1
қыпқызыл,боп,1
",",пулемет,1
",",асқар,1
ырғыды,да,1
",",мейірімсіз,1
етіп,салғызады,1
аяғынан,паралич,1
дыбыстардың,бәрі,1
еді,Аянның,1
жүргенімізді,біліп,1
түсетінбіз,.,1
қалма,",",1
Ағатайлап,»,1
бір,аяғынан,1
жасыра,алмады,1
қайта,тұрды,1
көрген,өзіне,1
жығып,кетті,2
өзі,біз,1
барады,.,2
Ертеде,бір,2
бет-аузына,былшылдатып,1
де,бардым,1
",",ылғи,1
Соңынан,мен,1
су,өткеніне,1
сіңіп,қапты,1
сөндірді,.,1
келген,бала,1
шана,тебем,1
екінші,ертегісін,1
келді,ғой,1
терең,құзға,1
жатқам,.,1
ұзын,",",1
",",онан,5
ұмтыламыз,.,1
сиырымыз,бар,1
Жүр,анау,1
бір,айдай,1
алмадым,.,1
білмей,қипақтап,1
айтшы,...,1
үндемейтін,Қосым,1
әлі,де,1
Білмеймін,",",1
шуылдаса,көрісіп,1
үндеместен,қабағын,1
Сөйте-сөйте,хат,1
үнмен,:,1
.,Бойыңдағы,1
.,Қуанғанынан,1
көзіміз,ғана,1
Апам,шананы,1
қиялдайтын,сияқты,1
бір,сорайын,1
жылап,отыр,2
Тамақ,сұрап,1
әр,жаққа,1
иісі,.,1
өреміз,жетпейтін,1
.,Асылбектің,1
батыста,жауған,1
сыбырлай,сөйлеп,1
оның,бұрынғы,1
бәрімен,қол,1
.,Сірескен,1
сол,аяғын,3
отыратын,қарт,1
жатқан,қорқынышты,1
үн,келетін,1
ылдиға,да,1
.,Иттің,1
тебем,.,1
шығатын,.,1
Асылбек,:,1
күніне,бір-екі,1
топырақ,қалыңдап,1
болатынын,",",1
көтере,ұстап,1
алып,кепті,1
отыр,.,2
ортасында,",",1
Қайта,келгенінде,1
алып,шыққан,1
мұрнын,тыжырайтып,1
шақа,балапандарының,1
сақылдап,тоңатынбыз,1
",",соларды,1
қолыңа,беретін,1
ыстық,екен,1
кет,",",1
ертегілердің,бәрін,1
дәумен,алысатын,1
отырғанымда,",",1
бір,күрсінісі,1
күш,алды,1
қыруды,",",1
–,Қойшы,1
.,Тек,7
ішімізге,тартып,1
...,Өзі,1
келе,жатып,2
Ешкіөлместің,күнгейінде,1
ме,?,1
20,Мен,1
деп,бір-екі,1
дүние,тапқанымызға,1
қағып,:,1
оның,соңынан,2
қалған,тұяқ,1
көкемнің,пальтосын,1
айтқандай,ылди-өрге,1
сорумен-ақ,тауыстық,1
.,Өгіз,1
қалды,ғой,1
күні,ойыннан,1
өрге,де,1
кетіп,жүрді,1
жүгіре,жөнелді,1
Жер,құйқасы,1
шана,әлгі,1
«,ағатай,1
болғанша,Аянды,1
салып,берейін,1
",",әлгі,3
жамандайтын,.,1
",",шөп,1
қызараңдап,тұрып,1
тұрып,жүре,1
де,",",14
аттап,тұрып,1
тоқтаған,еді,1
.,Есікбайды,1
Үйбай,",",2
.,Ең,1
мақтанатынбыз,.,1
Қазір,Тұржан,1
көзі,жалт-жұлт,1
қайтқанда,",",1
жататын,...,1
қайырған,талай,1
қанша,сыбырлай,1
тайына,тіл,1
зытуға,дайын,1
қолына,қарады,1
темекіні,жарыса,1
–,Қоңыр,1
кейін,Аян,2
Аянға,апарып,1
тәтті,арманға,1
ағасына,хатты,1
жолда,Бапайдың,1
жер,сыпырғандай,2
Жоға,.,1
жеті,түнде,1
тігіп,қарай,1
дейін,балалар,1
Апа,",",1
жауыр,өгіздің,1
хат,жазатын,1
ойын,үстінде,1
айтқанын,жазса,1
кетті,",",1
деп,кінжіді,1
",",жеті,1
Қыз,алып,1
Ол,кезде,1
қоса,қоймайды,1
",",Асылбек,2
Бусанып,жатқан,1
темекінің,»,1
тиелген,шананы,1
төсектен,тұрып,1
жатқан,үлкен,1
жымың-жымың,күліп,1
түрімізді,көріп,1
ауыр,шердің,1
ары-бері,теңселіп,1
қарай,өргізіп,1
берер,еме,1
жарымында,есі,1
.,Бірде,4
жүрісіне,жүріс,1
аяғын,сылауға,1
қоятын,.,2
жас,үйіріліп,1
оралатын,.,1
қарап,тұратын,1
барып,кірді,1
күлкіге,толы,1
сұрап,неғыласын-ей,1
көріп,қайттым,1
пісіп,қалған,1
уқалап,сүртті,1
емесау,",",1
жан,даусы,1
тайып,кететін,1
тоспа,басында,1
бір-бір,шылым,1
арба,айдаушы,1
өңі,боп-боз,1
Жалғыз,май,1
темекісін,барлығымыз,1
басына,шығып,1
өтті,Есікбай,1
біреу,менің,1
Есікбай,оның,1
шылымын,сөндірмей,1
",",мысық,1
мұнан,өзге,1
Тағдыр,оған,1
үйіне,дейін,1
сұрады,.,1
жиналып,кеп,1
болмаса,басынан,1
кеттім,.,1
көз,демей,1
демей,ьылшылдатып,1
алып,бара,1
ғой,тек,1
Ағам,қалаға,1
жиналуды,әдетке,1
ыңқылдап,жатты,1
жағына,кеп,1
мүшкіл,халіңді,1
тұмсықтата,салып,1
",",хат,1
өгіздер,мықшиып,1
жіберердей,боп,1
:,бірі,1
ертеңгі,күннің,1
күндізден,қалтамызға,1
өзің,бер,1
білдірмеуге,тырысамыз,1
анасы,содан,1
ә.,Қыз,1
іші,қорқынышты,1
төсегіме,жаттым,2
барлары,шанасын,1
қанатты,шанамен,1
ауылды,шулыға,1
Аян,сирек,1
...,Ызғырық,1
қуысқа,кіріп,1
жерге,апарып,1
айтып,та,1
қол-аяғы,қара,1
шаналарын,сүйретіп,1
бақпайды,.,1
Аянға,қатты,1
Керек,болса,1
–,деді,41
қояды,...,1
",",сондықтан,3
нұсқаған,жаққа,1
Анадай,жерде,1
салынған,төсегіме,1
деп,бастап,1
тепкенін,қызықтап,1
.,Бірте-бірте,1
көрінеді,ғой,1
тоздырып,",",1
–,Ой-бай,1
суық,желдің,1
?,Мұнан,1
дем,алады,2
үгіп-үгіп,аузына,1
бұрыннан,таныс,1
.,Ағамның,1
боп,құбылып,1
сығалап,қарап,1
бардым,–,1
екі-үш,хаттан,1
.,Көшеде,1
деп,күңкілдеді,1
тұс-тұстан,жамырай,1
сондай,бір,1
менен,де,1
",",қойшы,2
маған,:,1
пен,ақылдылық,1
таяп,келгенде,1
",",жаман,3
шет,қалып,1
бітіп,",",2
адамның,даусы,1
ортаға,алып,1
сол,қолын,1
",",кір-кір,1
қайыстырған,қамшының,1
.,Тонының,1
Сөйтіп,",",3
.,Қайта,2
қарамызды,талдырып,1
бір,күш,1
ешкім,жатпапты,1
дүбір,шығарады,1
ажыратпастан,",",1
.,Өзі,2
",",аяғым-ай,1
бір,қуанышты,1
жарғақ,сары,1
–,сонау,1
жүгіре,алмайсың,1
«,атаман,1
Адам,көрмегендей,1
Біз,санымызды,1
мен,жасөспірім,1
даусында,өз,1
бір-бір,парақтан,1
.,Бізді,1
–,Иә-ә,1
деп,жүргенде,1
біреуіміздің,шанамызды,1
деді,таңырқап,1
пәлені,шығарған,1
қалатын,.,3
барлары,аяғына,1
жатқан,қара,1
–,Болғанда,1
ұсқынсыз,түрімізге,1
бүрісіп,",",1
біз,сырғанаққа,1
–,Жарайды,2
Дәл,қазіргі,1
шанамызды,бір-бір,1
қалтасының,түбінен,1
қалың,түскенімен,1
дейін,",",1
өз,топтарына,1
ішіне,тартамын,1
етегі,далпылдап,1
әрқайсымыз,өзімізше,1
Садық,.,1
соңынан,жүгірдім,1
жеткен,бойда,1
тұрып,алады,1
тырысып,тістеніп,1
",",шалқасынан,1
деп,Садық,1
.,Әнге,1
сілтеуге,әліміз,1
...,ауырады,1
сендер,кеше,1
Өне,бойың,1
үрейлі,ертегіні,1
шошып,кетті,1
.,Сондайда,3
»,дейтін,1
боп,кейкиіп,1
бақты,.,1
Енді,біздің,1
Қыста,осы,1
Бас,демей,1
үйретемін,деп,1
Балалардың,ең,1
сырғанап,жүрген,1
Аянның,үйіне,1
бұзылған,.,1
конькиімізге,көз,1
сүзіп,жіберердей,1
күлдіргі,ертегілерді,1
пысылдатып,басын,1
",",ертегі,1
келген,еді,1
естілетін,.,1
беруге,дәтіміз,1
әдетінше,алыс-жұлысты,1
жер,шұқылап,1
жаз,",",3
Аян,теріс,1
салдарған,жоқ,1
бастадым,.,2
өзінің,қасқа,1
",",легенді,1
мақау,Тұрдағұл,1
Аян,",",6
сақылдап,күлумен,1
біріміз,түртпектей,1
соғыс,дегеннің,1
бітпейді,екен,1
Есікбай,сыбырлап,1
бұрқ-бұрқ,еткізіп,1
әжесінің,қабірінің,1
жазуды,үйретші,1
басып,солқылдап,1
.,Ақырында,1
әрмен,сығырайтып,1
ете,түскен,1
басынан,түйе,1
",",мыналар,1
10,жылқының,1
көрінді,бізге,1
шал,келді,1
тістеніп,",",1
Қосым,тырнамақ,1
қайтыс,болыпты,1
көп,уақытқа,1
бара,жатқан,1
.,Сайға,1
зулата,сырғанап,1
әжетайлап,»,1
Киініп,",",1
Аянды,сүзіп,1
жаққа,қарадық,1
бидай,біткенше,1
.,Алыстағы,1
бүре,түсіп,1
кейін,үні,1
енді,бірде,1
Аянды,кекілінен,1
барып,орналасқан,1
өгіздер,арқаларын,1
қоштасты,.,1
соны,айтпай,1
",",ая-ғым,1
тізесін,ұстаған,1
Жүгіріп,үйге,1
",",ауылға,1
Аянға,шанамызды,1
–,Қотыр,1
таудан,ұшып,1
Үшеуінің,көзінен,1
Бапайдың,үйіне,1
шылымын,оған,2
Шетімізден,пысқырынып,1
рахат,дүние,1
ешкім,қайырмаса,1
жүріп,",",1
сол,Аянның,1
сықылықтай,күлдік,1
оның,омырауын,1
көзіңді,аша,1
Жазға,салым,1
үнмен,.,3
өзінің,рулі,1
қосылып,солай,1
.,Суға,1
алға,қарай,1
",",жаутаңдап,1
екіге,бөлініп,1
ақыры,Садықтың,1
шытынып,",",2
боп,кетіпті,1
ауыл,үшін,1
басқамыз,ертегіні,1
бір,шұбалған,1
ойнайық,деп,1
келгенде,бір-ақ,1
көрінер,мынаған,1
сол,қылығының,1
сүтті,апыл-ғұпыл,1
.,Бар,1
талқан,шылайды,1
Ой,",",6
бүгін,мен,1
ұзақ-ұзақ,иіскедім,1
қатқамыз,жоқ,1
көне,кететін,1
.,Онымен,1
Аян,ақсаңдаған,1
Сүйреткен,шанамызға,1
ақ,жейдесін,1
Әлі,жеткенді,1
деп,жалына,1
сия-сия,ғып,1
кештің,өзінде,1
түскен,соң,1
қолың,ауырып,1
жұлдыздың,нуы,1
енді,оны,1
–,Баяғыда,1
Түнде,қотыр,1
қанат,бітіп,1
иіскеп,",",1
де,тынымсыз,1
бас,тартты,1
бе,",",1
Ух,",",1
біреу,.,1
қоңыр,сиырыңда,1
бар,ғой,3
",",сақылдап,1
Аян,»,1
күтпестен,өзі,1
тек,жығылып,1
бауша,қияр,1
таңдыр,біздің,1
атаулының,бәр-бәрі,1
көтере,айқайлап,1
демінен,теңселіп,1
хат,танытуға,1
шанасы,не-ей,1
бөрікке,ұсап,1
Рас,айтам,1
тайғыш,болып,1
Ол,қыпқызыл,1
",",қиын,1
төбесіне,жиналғанымызда,1
Есікбай,тағы,1
қалғанын,естіп,1
дейін,ұйықтай,1
десіп,сетіней,1
",",алдымыз,1
анадайдан,дауыстап,1
соң,қып-қызыл,1
сипады,.,1
сал,!,1
кемпірі,.,1
–,Е-е,1
қара,құрым,1
Аян,өзі,1
шықтық,.,1
дейін,шығарып,1
жарық,түнде,1
көшіп,келген,2
туған,анасы,1
хаттан,кетіп,1
әжесі,өліп,1
кіріп,ап,1
менімен,жарысады,1
ұзын,соқа,1
өзінің,",",1
",",Аян,14
де,ойынға,1
жастап,",",1
қатысқысы,келген,1
олардың,әрқайсысының,1
ала,сап,1
",",мақау,1
.,Төңірек,1
қарай,созылып,1
тартамын,деп,1
Өңі,сұрланып,1
ғана,қайтқан,1
Аянның,11,1
Күніне,екі-үш,1
тырмыса-тырмыса,шығып,1
ойлап,шығарады,1
ауыз,бөлмеден,1
Жаны,тәтті,1
зеректігімен,көзге,1
әжесінің,тумаласы,1
",",білдіртпей,1
танауынан,бұрқ-бұрқ,1
деді,көп,1
ымырт,қараңғысына,1
алатындай,халге,1
",",түннің,1
күні,түнде,1
ең,соңынан,1
деп,ақырды,1
әлің,кетіп,1
қалпымызды,ұмытып,1
шалдың,үйінің,2
қайтер,екен,1
.,Алғашқы,1
үйрете,бастады,1
.,Ары,1
.,Апам,1
отырған,орнымызда,1
әжесінің,айтқанын,1
шамамыз,жоқ,1
Міне,",",3
шілбиген,ақсақ,1
созып,",",1
желкең,қиылсын,1
оның,сөзіне,2
Сондықтан,да,1
көріп,",",1
сағалап,келсе,1
еді,",",3
тұрып,:,1
илектеніп,жата,1
асыға,күтетін,1
шынысын,төңкеріп,1
ете,қап,1
дүниесіне,",",1
боп,бітіп,1
зулатып,шана,1
нағыз,қас,1
әйелдердің,бірі,1
ойбай,»,1
6,қапты,1
бала,.,1
да,ұстататын,1
масақты,маған,1
Бәріміз,жапа-тармағай,2
кемпір,",",1
сәтке,жұқалаң,1
шынымен,солай,1
кескінмен,.,1
",",дәл,2
қалай,тарту,1
алмай,ыңқылдап,1
мына,менің,1
",",пысқырғаны,1
үйлері,шам,1
келмесе,де,1
сонша,",",2
әкелеріміздің,",",1
алды,да,4
",",ызғырық,1
айтатынбыз,.,1
ашық,болатынын,1
қысқа,қара,1
сырғанаққа,оралып,1
Есікбай,біразға,1
шалы,екеуіне,1
бір,таудың,1
қаны,бұзылған,1
хат,жазар,1
Екінші,күні,1
шулап,кеттік,1
қинала,ыңырсып,1
бала,көзін,1
бірімізден-біріміз,артық,1
керек,.,3
қияр,едім,1
.,Бірінші,1
бер,шанаңды,1
үйінде,бұрынғыдан,1
қойып,отырып,1
Шынында,да,3
жел,шайқаған,1
Аянның,ертегілерінде,1
